"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","AGtitle","LineNumber","LineNumber","SAG","SAGtitle","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"138",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Activations/Inactivations","330","330","2B2G","Ship Activations/Inactivations","Y","Y","U",2014,"Total",255343,NA,NA,NA,NA
"139",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","340","340","2C1H","Expeditionary Health Services Systems","Y","Y","U",2014,"Total",69271,NA,NA,NA,NA
"140",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","350","350","2C2H","Industrial Readiness","Y","Y","U",2014,"Total",2409,NA,NA,NA,NA
"141",2016,"1804N","Operation & Maintenance, Navy","NAVY","02","Mobilization","Mobilization Preparation","360","360","2C3H","Coast Guard Support","Y","Y","U",2014,"Total",23153,NA,NA,NA,NA
"142",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","370","370","3A1J","Officer Acquisition","Y","Y","U",2014,"Total",144504,NA,NA,NA,NA
"143",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","380","380","3A2J","Recruit Training","Y","Y","U",2014,"Total",9873,NA,NA,NA,NA
"144",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Accession Training","390","390","3A3J","Reserve Officers Training Corps","Y","Y","U",2014,"Total",131412,NA,NA,NA,NA
"145",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","400","400","3B1K","Specialized Skill Training","Y","Y","U",2014,"Total",675252,NA,NA,NA,NA
"146",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","410","410","3B2K","Flight Training","Y","Y","U",2014,"Total",8135,NA,NA,NA,NA
"147",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","420","420","3B3K","Professional Development Education","Y","Y","U",2014,"Total",165767,NA,NA,NA,NA
"148",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","430","430","3B4K","Training Support","Y","Y","U",2014,"Total",181363,NA,NA,NA,NA
"149",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","440","440","3C1L","Recruiting and Advertising","Y","Y","U",2014,"Total",245005,NA,NA,NA,NA
"150",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","450","450","3C3L","Off-Duty and Voluntary Education","Y","Y","U",2014,"Total",126604,NA,NA,NA,NA
"151",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","460","460","3C4L","Civilian Education and Training","Y","Y","U",2014,"Total",53545,NA,NA,NA,NA
"152",2016,"1804N","Operation & Maintenance, Navy","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","470","470","3C5L","Junior ROTC","Y","Y","U",2014,"Total",52258,NA,NA,NA,NA
"153",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","480","480","4A1M","Administration","Y","Y","U",2014,"Total",880618,NA,NA,NA,NA
"154",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","490","490","4A2M","External Relations","Y","Y","U",2014,"Total",13905,NA,NA,NA,NA
"155",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","500","500","4A3M","Civilian Manpower and Personnel Management","Y","Y","U",2014,"Total",112121,NA,NA,NA,NA
"156",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","510","510","4A4M","Military Manpower and Personnel Management","Y","Y","U",2014,"Total",363368,NA,NA,NA,NA
"157",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","520","520","4A5M","Other Personnel Support","Y","Y","U",2014,"Total",272164,NA,NA,NA,NA
"158",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","530","530","4A6M","Servicewide Communications","Y","Y","U",2014,"Total",325506,NA,NA,NA,NA
"159",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Servicewide Support","540","540","4A8M","Medical Activities","Y","Y","U",2014,"Total",25635,NA,NA,NA,NA
"160",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","550","550","4B1N","Servicewide Transportation","Y","Y","U",2014,"Total",351179,NA,NA,NA,NA
"161",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","560","560","4B2E","Environmental Programs","Y","Y","U",2014,"Total",315985,NA,NA,NA,NA
"162",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","570","570","4B2N","Planning, Engineering and Design","Y","Y","U",2014,"Total",286522,NA,NA,NA,NA
"163",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","580","580","4B3N","Acquisition and Program Management","Y","Y","U",2014,"Total",1079028,NA,NA,NA,NA
"164",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","590","590","4B5N","Hull, Mechanical and Electrical Support","Y","Y","U",2014,"Total",50471,NA,NA,NA,NA
"165",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","600","600","4B6N","Combat/Weapons Systems","Y","Y","U",2014,"Total",25042,NA,NA,NA,NA
"166",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","610","610","4B7N","Space and Electronic Warfare Systems","Y","Y","U",2014,"Total",70977,NA,NA,NA,NA
"167",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Investigations and Security Programs","620","620","4C1P","Naval Investigative Service","Y","Y","U",2014,"Total",526165,NA,NA,NA,NA
"168",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Support of Other Nations","680","680","4D1Q","International Headquarters and Agencies","Y","Y","U",2014,"Total",4802,NA,NA,NA,NA
"169",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","690","690","4EMM","Cancelled Account Adjustments","Y","Y","U",2014,"Total",6668,NA,NA,NA,NA
"170",2016,"1804N","Operation & Maintenance, Navy","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","700","700","4EPJ","Judgement Fund","Y","Y","U",2014,"Total",688,NA,NA,NA,NA
"171",2016,"1804N","Operation & Maintenance, Navy","","04","Admin & Srvwd Activities","","","","9999","Classified Programs","Y","Y","U",2014,"Total",540386,NA,NA,NA,NA
"172",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","010","010","1A1A","Operational Forces","Y","Y","U",2014,"Total",1616353,NA,NA,NA,NA
"173",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","020","020","1A2A","Field Logistics","Y","Y","U",2014,"Total",1338427,NA,NA,NA,NA
"174",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Expeditionary Forces","030","030","1A3A","Depot Maintenance","Y","Y","U",2014,"Total",784239,NA,NA,NA,NA
"175",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","USMC Prepositioning","040","040","1B1B","Maritime Prepositioning","Y","Y","U",2014,"Total",97124,NA,NA,NA,NA
"176",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","050","050","BSM1","Sustainment, Restoration & Modernization","Y","Y","U",2014,"Total",869038,NA,NA,NA,NA
"177",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","01","Operating Forces","Base Support","060","060","BSS1","Base Operating Support","Y","Y","U",2014,"Total",2366486,NA,NA,NA,NA
"178",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","070","070","3A1C","Recruit Training","Y","Y","U",2014,"Total",18491,NA,NA,NA,NA
"179",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Accession Training","080","080","3A2C","Officer Acquisition","Y","Y","U",2014,"Total",889,NA,NA,NA,NA
"180",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","090","090","3B1D","Specialized Skill Training","Y","Y","U",2014,"Total",94141,NA,NA,NA,NA
"181",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","100","100","3B3D","Professional Development Education","Y","Y","U",2014,"Total",41994,NA,NA,NA,NA
"182",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Basic Skill and Advanced Training","110","110","3B4D","Training Support","Y","Y","U",2014,"Total",427799,NA,NA,NA,NA
"183",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","120","120","3C1F","Recruiting and Advertising","Y","Y","U",2014,"Total",190030,NA,NA,NA,NA
"184",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","130","130","3C2F","Off-Duty and Voluntary Education","Y","Y","U",2014,"Total",34386,NA,NA,NA,NA
"185",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","03","Training and Recruiting","Recruiting and Other Training & Education","140","140","3C3F","Junior ROTC","Y","Y","U",2014,"Total",23028,NA,NA,NA,NA
"186",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","150","150","4A3G","Servicewide Transportation","Y","Y","U",2014,"Total",236149,NA,NA,NA,NA
"187",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","160","160","4A4G","Administration","Y","Y","U",2014,"Total",364690,NA,NA,NA,NA
"188",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Servicewide Support","180","180","4B3N","Acquisition and Program Management","Y","Y","U",2014,"Total",85593,NA,NA,NA,NA
"189",2016,"1106N","Operation & Maintenance, Marine Corps","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","190","190","4EMM","Cancelled Account Adjustment","Y","Y","U",2014,"Total",-1,NA,NA,NA,NA
"190",2016,"1106N","Operation & Maintenance, Marine Corps","","04","Admin & Srvwd Activities","","","","9999","Classified Programs","Y","Y","U",2014,"Total",46043,NA,NA,NA,NA
"191",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","010","010","1A1A","Mission and Other Flight Operations","Y","Y","U",2014,"Total",589413,NA,NA,NA,NA
"192",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","020","020","1A3A","Intermediate Maintenance","Y","Y","U",2014,"Total",6151,NA,NA,NA,NA
"193",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","030","030","1A5A","Aircraft Depot Maintenance","Y","Y","U",2014,"Total",107379,NA,NA,NA,NA
"194",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","040","040","1A6A","Aircraft Depot Operations Support","Y","Y","U",2014,"Total",298,NA,NA,NA,NA
"195",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Air Operations","050","050","1A9A","Aviation Logistics","Y","Y","U",2014,"Total",3917,NA,NA,NA,NA
"196",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","060","060","1B1B","Mission and Other Ship Operations","Y","Y","U",2014,"Total",84406,NA,NA,NA,NA
"197",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","070","070","1B2B","Ship Operations Support & Training","Y","Y","U",2014,"Total",587,NA,NA,NA,NA
"198",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Ship Operations","080","080","1B4B","Ship Depot Maintenance","Y","Y","U",2014,"Total",35752,NA,NA,NA,NA
"199",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","090","090","1C1C","Combat Communications","Y","Y","U",2014,"Total",15565,NA,NA,NA,NA
"200",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Combat Operations/Support","100","100","1C6C","Combat Support Forces","Y","Y","U",2014,"Total",116290,NA,NA,NA,NA
"201",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Weapons Support","110","110","1D4D","Weapons Maintenance","Y","Y","U",2014,"Total",1931,NA,NA,NA,NA
"202",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","120","120","BSIT","Enterprise Information","Y","Y","U",2014,"Total",50889,NA,NA,NA,NA
"203",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","130","130","BSMR","Sustainment, Restoration and Modernization","Y","Y","U",2014,"Total",81156,NA,NA,NA,NA
"204",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","01","Operating Forces","Base Support","140","140","BSSR","Base Operating Support","Y","Y","U",2014,"Total",94465,NA,NA,NA,NA
"205",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","150","150","4A1M","Administration","Y","Y","U",2014,"Total",1409,NA,NA,NA,NA
"206",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","160","160","4A4M","Military Manpower and Personnel Management","Y","Y","U",2014,"Total",14025,NA,NA,NA,NA
"207",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Servicewide Support","170","170","4A6M","Servicewide Communications","Y","Y","U",2014,"Total",2484,NA,NA,NA,NA
"208",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Logistics Operations and Technical Support","180","180","4B3N","Acquisition and Program Management","Y","Y","U",2014,"Total",3030,NA,NA,NA,NA
"209",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","190","190","4EMM","Cancelled Account Adjustments","Y","Y","U",2014,"Total",2,NA,NA,NA,NA
"210",2016,"1806N","Operation & Maintenance, Navy Res","NAVY","04","Admin & Srvwd Activities","Cancelled Accounts","200","200","4EPJ","Judgment Fund","Y","Y","U",2014,"Total",729,NA,NA,NA,NA
"211",2016,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Expeditionary Forces","010","010","1A1A","Operating Forces","Y","Y","U",2014,"Total",91896,NA,NA,NA,NA
"212",2016,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Expeditionary Forces","020","020","1A3A","Depot Maintenance","Y","Y","U",2014,"Total",17581,NA,NA,NA,NA
"213",2016,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Base Support","030","030","BSM1","Sustainment, Restoration and Modernization","Y","Y","U",2014,"Total",45517,NA,NA,NA,NA
"214",2016,"1107N","Operation & Maintenance, MC Reserve","NAVY","01","Operating Forces","Base Support","040","040","BSS1","Base Operating Support","Y","Y","U",2014,"Total",93526,NA,NA,NA,NA
"215",2016,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","050","050","4A3G","Servicewide Transportation","Y","Y","U",2014,"Total",894,NA,NA,NA,NA
"216",2016,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","060","060","4A4G","Administration","Y","Y","U",2014,"Total",7787,NA,NA,NA,NA
"217",2016,"1107N","Operation & Maintenance, MC Reserve","NAVY","04","Admin & Srvwd Activities","Servicewide Support","070","070","4A6G","Recruiting and Advertising","Y","Y","U",2014,"Total",10620,NA,NA,NA,NA
"218",2016,"0513N","Ship Modernization, Operations & Sustainment Fund","NAVY","01","Operating Forces","Servicewide Support","010","010","041","Ship Modernization, Operations & Sustainment Fund","Y","Y","U",2014,"Total",2038200,NA,NA,NA,NA
"219",2016,"5185N","Kaho'olawe Is Convync, Remediatn Env Rest","NAVY","10","Concept Obligations","Kaho'Olawe","010","010","0000","Kaho'Olawe Is Conv, Rm Env Res","Y","Y","U",2014,"Total",4,NA,NA,NA,NA
"220",2016,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","010","010","011A","Primary Combat Forces","Y","Y","U",2014,"Total",4786284,NA,NA,NA,NA
"221",2016,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","020","020","011C","Combat Enhancement Forces","Y","Y","U",2014,"Total",2703493,NA,NA,NA,NA
"222",2016,"3400F","Operation & Maintenance, Air Force","AF","01","Operating Forces","Air Operations","030","030","011D","Air Operations Training (OJT, Maintain Skills)","Y","Y","U",2014,"Total",1255055,NA,NA,NA,NA
