"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","LineNumber","ProgramElement","ProgramElementTitle","LineNumber","IncludeInTOA","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"132",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","132 ","0604258A","Target Systems Development","132 ","Y","Y","U",2014,"Total",13139,NA,NA,NA,NA
"133",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","133 ","0604759A","Major T&E Investment","133 ","Y","Y","U",2014,"Total",38534,NA,NA,NA,NA
"134",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","134 ","0605103A","Rand Arroyo Center","134 ","Y","Y","U",2014,"Total",18281,NA,NA,NA,NA
"135",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","135 ","0605301A","Army Kwajalein Atoll","135 ","Y","Y","U",2014,"Total",187225,NA,NA,NA,NA
"136",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","136 ","0605326A","Concepts Experimentation Program","136 ","Y","Y","U",2014,"Total",21563,NA,NA,NA,NA
"137",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","137 ","0605502A","Small Business Innovative Research","137 ","Y","Y","U",2014,"Total",182958,NA,NA,NA,NA
"138",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","138 ","0605601A","Army Test Ranges and Facilities","138 ","Y","Y","U",2014,"Total",335270,NA,NA,NA,NA
"139",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","139 ","0605602A","Army Technical Test Instrumentation and Targets","139 ","Y","Y","U",2014,"Total",63944,NA,NA,NA,NA
"140",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","140 ","0605604A","Survivability/Lethality Analysis","140 ","Y","Y","U",2014,"Total",42865,NA,NA,NA,NA
"141",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","141 ","0605606A","Aircraft Certification","141 ","Y","Y","U",2014,"Total",5953,NA,NA,NA,NA
"142",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","142 ","0605702A","Meteorological Support to RDT&E Activities","142 ","Y","Y","U",2014,"Total",7210,NA,NA,NA,NA
"143",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","143 ","0605706A","Materiel Systems Analysis","143 ","Y","Y","U",2014,"Total",19694,NA,NA,NA,NA
"144",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","144 ","0605709A","Exploitation of Foreign Items","144 ","Y","Y","U",2014,"Total",7125,NA,NA,NA,NA
"145",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","145 ","0605712A","Support of Operational Testing","145 ","Y","Y","U",2014,"Total",55062,NA,NA,NA,NA
"146",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","146 ","0605716A","Army Evaluation Center","146 ","Y","Y","U",2014,"Total",64425,NA,NA,NA,NA
"147",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","147 ","0605718A","Army Modeling & Sim X-Cmd Collaboration & Integ","147 ","Y","Y","U",2014,"Total",1239,NA,NA,NA,NA
"148",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","148 ","0605801A","Programwide Activities","148 ","Y","Y","U",2014,"Total",81013,NA,NA,NA,NA
"149",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","149 ","0605803A","Technical Information Activities","149 ","Y","Y","U",2014,"Total",33018,NA,NA,NA,NA
"150",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","150 ","0605805A","Munitions Standardization, Effectiveness and Safety","150 ","Y","Y","U",2014,"Total",56543,NA,NA,NA,NA
"151",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","151 ","0605857A","Environmental Quality Technology Mgmt Support","151 ","Y","Y","U",2014,"Total",5019,NA,NA,NA,NA
"152",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","152 ","0605898A","Management HQ - R&D","152 ","Y","Y","U",2014,"Total",53476,NA,NA,NA,NA
"153",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","06","RDT&E Management Support","153 ","0909999A","Financing for Cancelled Account Adjustments","153 ","Y","Y","U",2014,"Total",126,NA,NA,NA,NA
"154",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","154 ","0603778A","MLRS Product Improvement Program","154 ","Y","Y","U",2014,"Total",93621,NA,NA,NA,NA
"155",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","155 ","0603813A","TRACTOR PULL","155 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"156",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","156 ","0607131A","Weapons and Munitions Product Improvement Programs","156 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"157",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","157 ","0607133A","TRACTOR SMOKE","157 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"158",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","158 ","0607135A","Apache Product Improvement Program","158 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"159",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","159 ","0607136A","Blackhawk Product Improvement Program","159 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"160",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","160 ","0607137A","Chinook Product Improvement Program","160 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"161",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","161 ","0607138A","Fixed Wing Product Improvement Program","161 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"162",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","162 ","0607139A","Improved Turbine Engine Program","162 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"163",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","163 ","0607140A","Emerging Technologies from NIE","163 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"164",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","164 ","0607141A","Logistics Automation","164 ","Y","Y","U",2014,"Total",3592,NA,NA,NA,NA
"165",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","165 ","0607664A","Biometric Enabling Capability (BEC)","165 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"166",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","166 ","0607665A","Family of Biometrics","166 ","Y","Y","U",2014,"Total",7160,NA,NA,NA,NA
"167",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","167 ","0607865A","Patriot Product Improvement","167 ","Y","Y","U",2014,"Total",33935,NA,NA,NA,NA
"168",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","168 ","0102419A","Aerostat Joint Project - EMD","168 ","Y","Y","U",2014,"Total",58383,NA,NA,NA,NA
"169",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","169 ","0202429A","Aerostat Joint Project - COCOM Exercise","169 ","Y","Y","U",2014,"Total",22252,NA,NA,NA,NA
"170",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","170 ","0203726A","Adv Field Artillery Tactical Data System","170 ","Y","Y","U",2014,"Total",24120,NA,NA,NA,NA
"171",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","171 ","0203728A","Joint Automated Deep Operation Coordination System (JADOCS)","171 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"172",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","172 ","0203735A","Combat Vehicle Improvement Programs","172 ","Y","Y","U",2014,"Total",171543,NA,NA,NA,NA
"173",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","173 ","0203740A","Maneuver Control System","173 ","Y","Y","U",2014,"Total",35337,NA,NA,NA,NA
"174",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","174 ","0203744A","Aircraft Modifications/Product Improvement Programs","174 ","Y","Y","U",2014,"Total",227333,NA,NA,NA,NA
"175",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","175 ","0203752A","Aircraft Engine Component Improvement Program","175 ","Y","Y","U",2014,"Total",309,NA,NA,NA,NA
"176",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","176 ","0203758A","Digitization","176 ","Y","Y","U",2014,"Total",5978,NA,NA,NA,NA
"177",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","177 ","0203801A","Missile/Air Defense Product Improvement Program","177 ","Y","Y","U",2014,"Total",1830,NA,NA,NA,NA
"178",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","178 ","0203802A","Other Missile Product Improvement Programs","178 ","Y","Y","U",2014,"Total",60005,NA,NA,NA,NA
"179",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","179 ","0203808A","TRACTOR CARD","179 ","Y","Y","U",2014,"Total",18768,NA,NA,NA,NA
"180",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","180 ","0205402A","Integrated Base Defense - Operational System Dev","180 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"181",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","181 ","0205410A","Materials Handling Equipment","181 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"182",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","182 ","0205412A","Environmental Quality Technology - Operational System Dev","182 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"183",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","183 ","0205456A","Lower Tier Air and Missile Defense (AMD) System","183 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"184",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","184 ","0205778A","Guided Multiple-Launch Rocket System (GMLRS)","184 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"185",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","185 ","0208053A","Joint Tactical Ground System","185 ","Y","Y","U",2014,"Total",14504,NA,NA,NA,NA
"186",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","187 ","0303028A","Security and Intelligence Activities","187 ","Y","Y","U",2014,"Total",7596,NA,NA,NA,NA
"187",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","188 ","0303140A","Information Systems Security Program","188 ","Y","Y","U",2014,"Total",9040,NA,NA,NA,NA
"188",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","189 ","0303141A","Global Combat Support System","189 ","Y","Y","U",2014,"Total",39834,NA,NA,NA,NA
"189",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","190 ","0303142A","SATCOM Ground Environment (SPACE)","190 ","Y","Y","U",2014,"Total",17644,NA,NA,NA,NA
"190",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","191 ","0303150A","WWMCCS/Global Command and Control System","191 ","Y","Y","U",2014,"Total",13852,NA,NA,NA,NA
"191",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","193 ","0305179A","Integrated Broadcast Service (IBS)","193 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"192",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","194 ","0305204A","Tactical Unmanned Aerial Vehicles","194 ","Y","Y","U",2014,"Total",33515,NA,NA,NA,NA
"193",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","195 ","0305206A","Airborne Reconnaissance Systems","195 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"194",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","196 ","0305208A","Distributed Common Ground/Surface Systems","196 ","Y","Y","U",2014,"Total",27607,NA,NA,NA,NA
"195",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","197 ","0305219A","MQ-1C Gray Eagle UAS","197 ","Y","Y","U",2014,"Total",13074,NA,NA,NA,NA
"196",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","198 ","0305232A","RQ-11 UAV","198 ","Y","Y","U",2014,"Total",5984,NA,NA,NA,NA
"197",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","199 ","0305233A","RQ-7 UAV","199 ","Y","Y","U",2014,"Total",12025,NA,NA,NA,NA
"198",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","200 ","0307665A","Biometrics Enabled Intelligence","200 ","Y","Y","U",2014,"Total",7443,NA,NA,NA,NA
"199",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","201 ","0310349A","Win-T Increment 2 - Initial Networking","201 ","Y","Y","U",2014,"Total",0,NA,NA,NA,NA
"200",2016,"2040A","Research, Development, Test & Eval, Army","ARMY","07","Operational Systems Development","202 ","0708045A","End Item Industrial Preparedness Activities","202 ","Y","Y","U",2014,"Total",54392,NA,NA,NA,NA
"201",2016,"2040A","Research, Development, Test & Eval, Army","","07","Operational Systems Development","","9999999999","Classified Programs","","Y","Y","U",2014,"Total",4717,NA,NA,NA,NA
"202",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","01","Basic Research","1   ","0601103N","University Research Initiatives","1   ","Y","Y","U",2014,"Total",108617,NA,NA,NA,NA
"203",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","01","Basic Research","2   ","0601152N","In-House Laboratory Independent Research","2   ","Y","Y","U",2014,"Total",18135,NA,NA,NA,NA
"204",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","01","Basic Research","3   ","0601153N","Defense Research Sciences","3   ","Y","Y","U",2014,"Total",477403,NA,NA,NA,NA
"205",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","4   ","0602114N","Power Projection Applied Research","4   ","Y","Y","U",2014,"Total",104413,NA,NA,NA,NA
"206",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","5   ","0602123N","Force Protection Applied Research","5   ","Y","Y","U",2014,"Total",168311,NA,NA,NA,NA
"207",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","6   ","0602131M","Marine Corps Landing Force Technology","6   ","Y","Y","U",2014,"Total",45834,NA,NA,NA,NA
"208",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","7   ","0602235N","Common Picture Applied Research","7   ","Y","Y","U",2014,"Total",35411,NA,NA,NA,NA
"209",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","8   ","0602236N","Warfighter Sustainment Applied Research","8   ","Y","Y","U",2014,"Total",49083,NA,NA,NA,NA
"210",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","9   ","0602271N","Electromagnetic Systems Applied Research","9   ","Y","Y","U",2014,"Total",98551,NA,NA,NA,NA
"211",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","10  ","0602435N","Ocean Warfighting Environment Applied Research","10  ","Y","Y","U",2014,"Total",43698,NA,NA,NA,NA
"212",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","11  ","0602651M","Joint Non-Lethal Weapons Applied Research","11  ","Y","Y","U",2014,"Total",5805,NA,NA,NA,NA
"213",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","12  ","0602747N","Undersea Warfare Applied Research","12  ","Y","Y","U",2014,"Total",99302,NA,NA,NA,NA
"214",2016,"1319N","Research, Development, Test & Eval, Navy","NAVY","02","Applied Research","13  ","0602750N","Future Naval Capabilities Applied Research","13  ","Y","Y","U",2014,"Total",162580,NA,NA,NA,NA
